ITEM_20150317_000001	
ITEM_20150717_005663	역사상 잠시 마법사들과 성직자들이 불화했던 시기의 산물입니다. 메이번의 중재로 그러한 분란이 이후 역사에서 자취를 감췄지만, 그럼에도 그 제조법은 현재에서 다른 방식으로 유용하게 쓰입니다.	
ITEM_20150717_005664	카듀멜 시대에 만들어진 원형에 비해 많이 달라진 장비입니다. 전반적으로 향상된 품질을 지녔습니다.	
ITEM_20150717_005665	귀족들의 여흥을 위해 고안되었던 판금갑옷의 일종이 필요에 의해 실용적으로 변화된 것이 그 기원입니다. 신수의 날 이후 개량과 발전이 이루어지고 있습니다.	
ITEM_20150717_005666	안정된 왕정 아래 대규모 전쟁의 역사가 적었던 왕국에서도 여러 이유로 판금갑옷은 발전했습니다. 주로 무예단련을 놓치 않았던 귀족들의 요구가 반영되는 일이 많았고, 그것이 발전하여 현재의 형태를 낳았습니다.	
ITEM_20150717_005667	전쟁과 귀족들의 취향만이 무구의 역사를 발전시킨 것은 아닙니다. 페디미안의 장인들은 오랜 세월에 걸쳐 특유의 실험정신으로 여러 장비와 공예품을 만들어왔습니다. 또한 이것은 인간의 문명을 발전시키시려는 여신들의 후원이 작용한 결과이기도 합니다.	
ITEM_20150717_005668	일설에 따르면 아가일라 플러리의 제자였던 제인이 이 장비를 고안했다고 합니다. 마법을 익히지 못하는 자신의 한계를 이런 식으로 해소했다는 것인데 명확한 기록은 없습니다.	
ITEM_20150717_005669	신수의 날 이후 모험과 사냥에서만 쓰이던 장비들이 각광을 받고 있습니다. 세상에 흉폭한 몬스터가 늘어나자 특이한 일이었던 모험적 사냥이 일상이 되어가고 있다고 볼 수 있습니다.   	
ITEM_20150717_005670	궁정 수비병 등의 의장용으로도 쓰일 정도로 외양이 우수하며 방어력도 이름에 뒤쳐지지 않습니다.	
ITEM_20150717_005671	예전부터 많은 마법사들이 돈을 모으면 이 장비를 만들거나 사서 착용했습니다. 장비의 성능외에 미적인 기호도 상당히 만족시키기 때문입니다.	
ITEM_20150717_005672	겉보기보다는 은밀성이 높은 장비입니다. 야간에 빛반사도 적은 편이라 척후병들이 자주 사용해온 장비입니다.	
ITEM_20150717_005673	왕국 초기부터 정규보병의 기본 무장으로 채택된 양식이 지금에 이르기까지 유지되고 이어져왔습니다. 한때는 3중 성벽에 왕국 병사들이 이것을 입고 늘어선 모습이 화제가 되던 시절도 있었습니다.	
ITEM_20150717_005674	실제로 대마법사들의 장비라기 보다는 한단계 성숙한 마법사들이 다음 단계로 진일보하기 위한 열망을 담은 장비라고 할 수 있습니다.	
ITEM_20150717_005675	기존의 스커미셔 장비가 신수의 날 이후  몬스터가 창궐함에 따라 향상된 성능으로 제작되고 있습니다.	
ITEM_20150717_005676	수도 내궁의 보병들의 공식 무구로 채택되기도 했던 장비입니다. 그 후 세월이 지나면서 왕실이 이를 채택하지 않았던 시기에도 곳곳에서 꾸준히 애용되었습니다.	
ITEM_20150717_005677	전승에 따르면 이 장비 제조법은 그 연원이 여신들의 도서관에서 유출된 것이라는 말이 있습니다. 	
ITEM_20150717_005678	왕국의 변방지역에서 주로 착용하던 양식의 장비입니다. 오르샤 이남의 지역에서 사용되기 시작한 것은 백 년 안쪽이라 여겨집니다.	
ITEM_20150717_005679	예전에는 기사의 작위를 처음 얻는 모든 사람에게 이 장비 일습을 기념으로 지급하였습니다. 	
ITEM_20150717_005680	왕국 외부의 부족사회 등에서 유입된 양식이 도입된 후 세월이 흐르면서 발전된 양식을 보여주는 장비입니다.	
ITEM_20150717_005681	사실은 과거의 유명한 몬스터의 이름에서 기원했다고 합니다. 하지만 여신들의 도서관이 아니라면 현재는 그 정확한 연원을 알기 어렵습니다.	
ITEM_20150717_005682	겔리 고원 지역에서 고안된 장비입니다. 역사가 오래되어 초대 팔라딘 마스터시대에 만들어졌다고 하지만 실은 후대의 어느 시점에서 처음 제작된 것이 틀림없습니다.	ITEM_20150317_000948	제조 과정에서 들어가는 재료 덕분에 세월이 지나도 강인함을 잃지 않습니다.	
ITEM_20150717_005683	예상보다 무겁고 생각보다 내구성이 떨어지지만, 다른 언데드와는 성질이 다른 미이라의 능력이 깃들어 착용자에게 도움이 됩니다.	ITEM_20150317_000957	곧이 곧대로 믿을 필요는 없지만, 제조자는 판금 같은 방어력을 제공한다고 말합니다.	
ITEM_20150717_005684	베요 부츠	
ITEM_20150717_005685	이 신발의 이름이 뜻하는 것처럼 바람을 탄 듯이 빠른 걸음을 가능하게 합니다.	
ITEM_20150717_005686	처음 이 신발을 선물 받은 사람이 아가일라 플러리의 불운한 제자였던 제인이라는 설이 내려옵니다. 덕분인지 제인이 마족에게 잡혀 죽은 것은 아니라고 합니다.	
ITEM_20150717_005687	역사상 가장 유명한 재상인 에미넌트가 고안한 장비라는 설이 전해집니다. 또한 이유는 알 수 없지만 리디아 샤펜과 그녀의 뒤를 이은 별의 탑의 후인들은 이 장비를 절대로 사용하지 않습니다.	
ITEM_20150717_005688	몬스터로부터 착상된 장비의 장점은 해당 몬스터의 능력을 빌릴 수 있다는 점입니다.	
ITEM_20150717_005689	네펜더스는 사실 활발한 몬스터가 아닙니다. 그렇다면 이 장비의 특성은 그 기원에 대한 반작용일지 모릅니다.	
ITEM_20150717_005690	쉬나임은 본래는 자카리엘 대왕의 원대한 계획과 안배가 깃든 창조물입니다. 이제 이렇게라도 사람들에게 도움이 된다면 좋은 일입니다.	
ITEM_20150717_005691	일설에 따르면 이 장비는 메이번이 장차 얻을 제자들을 위해서 고안했다고 합니다. 어떤 제자를 얻더라도 조금은 도움이 되도록 말입니다. 그렇지만 실제로는 그의 3명의 제자 가운데 아무도 이 장비와 관련을 맺은 사람은 없었습니다.	
ITEM_20150717_005692	여신의 신성을 담아 장비의 향상을 꾀하는 시도는 오래전부터 계속되어왔습니다. 이 이름을 지닌 장비들은 그 염원을 그만큼 절절히 담고 있습니다. 	
ITEM_20150717_005693	여신의 신성을 담아 장비의 향상을 꾀하는 시도는 오래전부터 계속되어왔습니다. 그러한 시도가 충분히 성공하진 않았어도 이 이름을 떼어버릴 정도로 결과가 나쁘지도 않습니다.	
ITEM_20150717_005694	여신의 신성을 담아 장비의 향상을 꾀하는 시도는 오래전부터 계속되어왔습니다. 그 중 가장 선호되는 여신은 제미나이며 이 장비 역시 그렇습니다.	
ITEM_20150717_005695	여신의 신성을 담아 그 가호를 원하는 옷이라고 사제만 입는 것은 아닙니다. 여신의 권능은 세상의 모든 사람들에게 동일하게 베풀어집니다.	ITEM_20150317_001164	어떤 소재로 만들어졌는지 알 수 없지만, 쓸만합니다.	
ITEM_20150717_005696	같은 명칭을 공유하는 장비들이 차이를 보이는 것은 여신의 권능이 소재에 따라 변경되기 때문이 아닙니다. 그저 제조자의 능력과 개성이 반영되는 것입니다.	
ITEM_20150717_005697	여러 여신들의 신성력을 장비에 담았다고 반드시 대단한 효과를 지니지는 않습니다. 트레시란 이름이 붙은 장비들은 세 명의 여신들의 가호를 바라며 제작되었지만, 이름에 비해서는 부족하다는 느낌을 줍니다.	
ITEM_20150717_005698	세 여신들의 권능을 한 장비에 담을 방법을 연구하는 가운데 나온 제조법의 하나입니다. 이 방식은 아직 미완의 제조법인데 최근 여신들께서 사라지신 탓에 더욱 그 끝을 보기 어려워졌습니다.	
ITEM_20150717_005699	이 장비의 최초 고안자들은 심지어 어떤 세 여신의 가호를 받으려 했는지조차 비밀로 하고 있습니다. 그러한 비밀준수에 비하면 나온 결과물은 조금 미약하긴 합니다.	
ITEM_20150717_005700	제 6대 국왕 멜키엘의 등극에서 붕어에 이르는 치세를 기념하기 위하여 여러 무구들이 제조되었습니다. 	
ITEM_20150717_005701	제 6대 국왕 멜키엘의 등극에서 붕어에 이르는 치세를 기념하기 위하여 여러 무구들이 제조되었습니다. 당시에는 개성넘치는 변화가 반영되었지만, 세월이 지나면서 당시의 양식은 옅어진 채 이름만 유지됩니다.	
ITEM_20150717_005702	제 6대 국왕 멜키엘은 초대 국왕 자카리엘 당시에 확립된 왕국의 영역을 처음으로 확장한 국왕입니다. 그는 화전 양면의 정책으로 주변의 부족 사회들을 상당수 왕국의 영역에 포함시키는데 성공합니다. 이 같은 업적을 기려 그의 치세를 기념하는 장비들이 만들어졌습니다.	
ITEM_20150717_005703	여신을 전적으로 따르고 의지하는 사회에서도 괴짜들은 나오기 마련입니다. 다행히 자비하신 여신들은 물론이거니와 고위 사제들도 이 장비의 명칭을 그저 익살로 여깁니다. 	
ITEM_20150717_005704	명칭을 괴이하게 지은 것치고는 성능이 괜찮은 편입니다. 여신들께서 내리시는 은혜는 치우침이 없다는 증거라고 농반진반으로 말하는 사제도 있습니다.	
ITEM_20150717_005705	특이한 이름에도 불구하고 사용자가 적지 않은 것은 외양과 성능이 쓸만하기 때문입니다. 여신들과 그 수종인 사제들은 인간의 감정적인 언어에 일희일비 하지 않습니다.	
ITEM_20150717_005706	아스턴은 약 600년 전에 10여년 정도 유행한 사조에서 유래한 이름입니다. 아스턴 사조는 중앙의 왕실에 대해 지방 귀족들의 자율권을 확립하려던 당시의 사상적 흐름을 일컫습니다. 	
ITEM_20150717_005707	루클리스 내전이 종결된 후 카듀멜 국왕의 폭정에 지친 지방의 귀족들은 반란으로 몰리지 않는 범위에서 각 지역의 자율권을 위해 노력하는 경향을 보입니다. 이러한 경향의 결과로 몇몇 지역에서 특산물과 특산품이 늘어나면서 이 시대에 선보인 물품과 제조법에 아스턴 사조의 영향을 받았다는 뜻이 담기게 됩니다. 	
ITEM_20150717_005708	카듀멜 국왕이 죽으면서 뒤를 이은 후대 국왕들에 의해 왕실이 안정을 찾으면서 아스턴 사조는 쇠퇴했지만 당시의 명칭이 붙은 몇몇 물품과 제조법들은 아직도 그 이름과 함께 전해집니다.	
ITEM_20150717_005709	주로 귀족가문들의 비전 제조법으로 만들어진 장비를 말합니다. 사실에 있어서는 가문에 따라 많은 차이점이 있지만, 귀족들의 요구에 맞춰 제조되었다는 공통점을 지닌 장비들에는 이런 명칭이 주로 쓰입니다.	
ITEM_20150717_005710	귀족들의 생활양식에 맞춰 발전된 장비의 특성을 지닙니다. 그런 면에서 다른 전투 장비들과 가장 차이를 보이는 부분은 일반적인 전투가 아닌 사냥같은 오락성 짙은 전투에도 적합하게 만들어졌다는 점입니다.	
ITEM_20150717_005711	데비류의 장비를 설명함에 있어 한 가지 오해하기 쉬운 것은 귀족들의 요구에 맞춰 발전한 장비라고 귀족만이 착용한 것은 아니라는 점입니다. 대다수의 귀족들은 그들과 함께 참여하는 사람들이 이 장비들을 이용하는 일에 관대했습니다. 대규모 전투부터 오락을 위한 사냥까지 모두 말입니다.	
ITEM_20150717_005712	프리마에 속하는 장비들은 왕국 기원 이전의 양식을 따르고 있다는 가설이 있습니다. 이 경우 문제가 되는 것은 천년도 넘는 이전의 제조법치고는 지금도 쓸만할 정도로 발전된 형식이라는 점입니다. 따라서 과거에 인간이 여신의 기술 일부를 흉내냈던 시기가 있지 않았나라는 추측도 존재합니다.	
ITEM_20150717_005713	선입견과 달리 이들은 고대 묘역에서 발견된 양식을 재현한 것이 아닙니다. 오히려 도굴자들이 발전시킨 장비라는 설이 더 유력합니다.	
ITEM_20150717_005714	가장 보편적인 양식의 신발입니다. 전투와 전혀 관련이 없는 민간인들도 착용하는 사람들이 제법 됩니다.	
ITEM_20150717_005715	광부들의 오랜 지혜와 경험이 반영된 제조법으로 만들어진 장비입니다. 	ITEM_20150317_001254	광부들의 수백년의 지혜와 경험이 낳은 제조법으로 만들어 졌습니다.	
ITEM_20150717_005716	역사에는 루시드 윈터스푼의 스승으로 간략하게 나오는 인물이며 스승을 일찍 뛰어넘은 제자 때문에 널리 알려지지 못했지만, 그녀가 고안한 장비는 아직도 그녀의 이름을 전하고 있습니다. 	
ITEM_20150717_005717	겔리 지방에서 옛 서약을 지키오던 사람들은 다가올 침입에 대한 준비도 게을리 하지 않았습니다. 이 장비가 그 명백한 증거입니다.	
ITEM_20150717_005718	루클리스가 제미나 여신의 은총을 얻어 제작했다는 전설이 있지만, 어떤 사람들은 제미나 여신이 루클리스에게 어떤 은총도 주시지 않았다는 주장을 굽히지 않습니다.	
ITEM_20150717_005719	제미나 여신께서 정말 루클리스를 통해 이 장비에 은총을 주셨는가를 여신의 사제들에게 질문한 사람들이 있었습니다. 그 결과 그들은 여신의 은총은 만인에게 공평하다는 사실을 다시 확인했을 뿐입니다. 	
ITEM_20150717_005720	한 때 상인들은 이 무구가 루클리스가 최후의 순간에 입었던 것과 같은 형태의 제품이라고 주장하며 팔기도 했습니다. 물론 카듀멜 국왕 사후의 이야기입니다.	
ITEM_20150717_005721	스콰이어 마스터 유스니타 르귄은 수리뿐 아니라 제조에도 탁월한 능력을 보입니다. 그녀가 고안한 장비들이 유명해지자 그녀는 자신의 출신 가문의 이름을 붙임으로써 몰락한 가문을 기리고 있습니다.	
ITEM_20150717_005722	이 장비는 스콰이머 마스터 유스티나 르귄이 깊은 정성을 들여 고안하고 유포시킨 제조법을 따라 만들어졌습니다. 몇몇 제품에는 그녀가 손수 서명을 남기기도 했습니다. 운이 좋다면 어떤 장비에서 먼저 간 부친과 오빠를 추모하는 내용을 볼 수도 있습니다. 	
ITEM_20150717_005723	왕국의 건국자인 자카리엘 대왕에게는 많은 일화가 따릅니다. 그 중 어떤 것은 심지어 사후에 발생된 것도 있습니다. 그 중 어떤 것은 과장이지만, 이 장비가 대왕의 사후에 그 지역에서 처음으로 제작된 양식인 것은 틀림없습니다.	
