SKILL_20180327_000001	Attack	공격	
SKILL_20180327_001452	{#DD5500}{ol}[Missile: Gun]{/}{/}{nl}Attack enemies around you with by firing pistols in both hands.	{#DD5500}{ol}[미사일:총]{/}{/}{nl}양손에 든 권총을 난사하여 자신 주변의 적을 공격합니다.	
SKILL_20180327_001453	Attack: #{SkillFactor}#% x 20{nl}Taxa de Ataque em Área: #{SkillSR}#{nl}Can be used after activating Double Gun Stance	공격력 #{SkillFactor}#% x 20회{nl}광역 공격 비율 #{SkillSR}#{nl}더블 건 스탠스 전환 후 사용 가능	
SKILL_20180327_001454	Smash Bullet	파쇄탄	
SKILL_20180327_001455	{#DD5500}{ol}[Missile: Gun]{/}{/}{nl}Fire a shattering shot that is crushed into a single enemy. The attacked enemy is constantly damaged.	{#DD5500}{ol}[미사일:총]{/}{/}{nl}단일 적에게 부숴지는 파쇄탄을 발사합니다. 공격받은 적은 지속적인 피해를 입습니다.	
SKILL_20180327_001456	Attack: #{SkillFactor}#%{nl}Duração: 15 seconds{nl}Able to use while riding	공격력 #{SkillFactor}#%{nl}지속시간 15초{nl}탑승 상태에서 사용 가능	
SKILL_20180327_001457	Tracer Bullet	예광탄	
SKILL_20180327_001458	Garante um buff que aumenta a sua Precisão.	자신의 명중을 증가시키는 버프를 부여합니다.	
SKILL_20180327_001459	Accuracy: +#{CaptionRatio}#{nl}Duração: #{CaptionTime}# segundos{nl}Able to use while riding	명중 #{CaptionRatio}#증가{nl}지속시간 #{CaptionTime}#초{nl}탑승 상태에서 사용 가능	
SKILL_20180327_001460	Mozambique Drill	모잠비크 드릴	
SKILL_20180327_001461	{#DD5500}{ol}[Missile: Gun]{/}{/}{nl}Fire 4 shots to a single target with a pistol in both hands.	{#DD5500}{ol}[미사일:총]{/}{/}{nl}단일 대상을 양손의 권총으로 4발 사격합니다.	
SKILL_20180327_001462	Attack: #{SkillFactor}#% x 4{nl}Can be used after activating Double Gun Stance	공격력 #{SkillFactor}#% x 4회{nl}더블 건 스탠스 전환 후 사용 가능	
SKILL_20180327_001463	Saber Bash	세이버 배쉬	
SKILL_20180327_001464	Horse Tackle	군마충돌	
SKILL_20180327_001465	Blank Ammunition	공포탄	
SKILL_20180327_001466	Pommel Attack	폼멜찍기	
SKILL_20180327_001467	Weakening	약화	
SKILL_20180327_001468	Brandish Bow	브랜디쉬 보우	
SKILL_20180327_001469	Playing Flute	피리 연주	
SKILL_20180327_001470	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Creates a magic circle in front of you, healing allies or damaging enemies. Does not affect airborne enemies. Amount of HP recovered depends on the target's maximum HP. Recovery increases with the casting character's INT and SPR.	{#993399}{ol}[마법] - [신성]{/}{/}{nl}HP를 회복하거나 적에게 피해를 주는 마법진을 생성합니다. 떠 있는 대상은 적용되지 않습니다. HP 회복량은 대상의 최대 HP에 비례합니다. 시전자의 지능과 정신 능력치에 따라 추가 회복됩니다.	
SKILL_20180327_001471	Attack: #{SkillFactor}#%{nl}Recovers HP equal to 5% of your maximum HP{nl}Additional HP Recovery Rate: #{CaptionRatio}# ~ #{CaptionRatio2}#{nl}Duração do Círculo Mágico: #{CaptionTime}# segundos{nl}Heal tiles: #{CaptionRatio3}#	공격력 #{SkillFactor}#%{nl}최대 HP의 5% 회복{nl}추가 HP 회복량 #{CaptionRatio}# ~ #{CaptionRatio2}#{nl}마법진 지속시간 #{CaptionTime}#초{nl}힐 마법진 #{CaptionRatio3}#개	
SKILL_20180327_001472	Cure	큐어	
SKILL_20180327_001473	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Creates a magic circle that removes a Lv1 status ailment from allies or inflicts damage to enemies. Does not affect airborne enemies.	{#993399}{ol}[마법] - [신성]{/}{/}{nl}동료의 1레벨 상태이상을 해제하거나 적에게 피해를 주는 마법진을 생성합니다. 떠 있는 대상은 적용되지 않습니다.	
SKILL_20180327_001474	Attack: #{SkillFactor}#% per #{CaptionRatio3}# seg{nl}No. of Hits: #{CaptionRatio}#{nl}Duração do Círculo Mágico: #{CaptionTime}# segundos	#{CaptionRatio3}#초당 공격력 #{SkillFactor}#%{nl}공격 횟수 #{CaptionRatio}#회{nl}마법진 지속시간 #{CaptionTime}#초	
SKILL_20180327_001475	Safety Zone	세이프티 존	
SKILL_20180327_001476	Creates a magic circle that blocks incoming attacks.	공격을 막아주는 마법진을 생성합니다.	
SKILL_20180327_001477	Blocks: #{CaptionRatio}# times{nl}Duração do Círculo Mágico: 20 seconds	방어 #{CaptionRatio}#회{nl}마법진 지속시간 20초	
SKILL_20180327_001478	Deprotected Zone	디프로텍티드 존	
SKILL_20180327_001479	Creates a magic circle that decreases the defense of enemies over time. 	적의 방어력을 지속적으로 감소시키는 마법진을 생성합니다.	
SKILL_20180327_001480	Reduces 0.3% per stack{nl}Duração do Círculo Mágico: #{CaptionTime}# segundos	중첩 당 0.3%씩 감소{nl}마법진 지속시간 #{CaptionTime}#초	
SKILL_20180327_001481	Divine Might	디바인 마이트	
SKILL_20180327_001482	Aumenta temporariamente o nível das suas habilidades e de seus aliados em 1.	일시적으로 자신과 파티원의 스킬 레벨을 1 증가시킵니다.	
SKILL_20180327_001483	Aplica #{CaptionRatio}# vezes{nl}Duração: 60 segundos	적용 횟수 #{CaptionRatio}#회{nl}지속시간 60초	
SKILL_20180327_001484	Fade	페이드	
SKILL_20180327_001485	Remove a Provocação gerada, fazendo com que os monstros parem de atacar você.	기척을 지워 몬스터들의 위협을 없애고, 선제 공격 몬스터에게 공격당하지 않습니다.	
SKILL_20180327_001486	Guardian Saint	수호성인	
SKILL_20180327_001487	Create a Guardian Saint magic circle. The recipient of the magic circle receives damage instead of the caster and their HP, SP and STA recovery is increased.	수호성인 마법진을 생성합니다. 마법진의 효과를 받은 대상은 시전자의 피해를 대신 받게 되며, 효과가 유지되는 동안 회복력과 스태미너 회복력이 증가합니다.	
SKILL_20180327_001488	Guardian Saint Duração: #{CaptionTime}# segundos{nl}Charges: #{CaptionRatio}#	수호성인 지속시간 #{CaptionTime}#초{nl}발동 횟수 #{CaptionRatio}#회	
SKILL_20180327_001489	Summons a holy torch, constantly restoring the HP of nearby allies while reducing the accuracy of nearby enemies. While nearby the torch, the duration of harmful effects will constantly be reduced.	성스러운 횃불을 소환하여 주변 동료들의 HP를 지속적으로 회복하고, 주변 적들의 명중이 감소됩니다. 횃불 가까이 붙어 있을 때 해로운 효과의 지속시간이 감소됩니다.	
SKILL_20180327_001490	HP Recovery Per Second: #{CaptionRatio}#{nl}Torch Duração: #{CaptionTime}# segundos{nl}Add. Fire Damage With Magic Attacks: #{CaptionRatio2}#	1초당  HP 회복량 #{CaptionRatio}#{nl}횃불 지속시간 #{CaptionTime}#초{nl}마법 공격 시 화속성 추가 대미지 #{CaptionRatio2}#	
SKILL_20180327_001491	Zalciai	잘챠이	
SKILL_20180327_001492	Cria um círculo mágico que aumenta as habilidades críticas dos aliados ou reduz as resistências críticas do inimigo.	동료의 치명타 능력을 향상시키거나 적의 치명타 능력을 하향시키는 마법진을 생성합니다.	
SKILL_20180327_001493	Ally's Critical Attack: +#{CaptionRatio}#{nl}Enemy's Critical Resistance: -#{CaptionRatio2}#	아군 치명타 공격력 #{CaptionRatio}# 증가{nl}적 치명타 저항 #{CaptionRatio2}# 감소	
SKILL_20180327_001494	Daino	다이노	
SKILL_20180327_001495	Change your basic attack to a magic attack.	자신의 기본 공격을 마법 공격으로 변경합니다.	
SKILL_20180327_001496	{#993399}{ol}[Magic] - [Lightning]{/}{/}{nl}Creates a magic circle that calls down bolts of lightning on an enemy using the God of Thunder's power.	{#993399}{ol}[마법] - [전기]{/}{/}{nl}뇌신의 힘으로 적에게 번개를 떨어뜨리는 마법진을 생성합니다.	
SKILL_20180327_001497	Attack: #{SkillFactor}#% per 0.3 seg{nl}No. of Hits: #{CaptionRatio}#{nl}Duração do Círculo Mágico: 30 seconds	0.3초당 공격력 #{SkillFactor}#%{nl}공격 횟수 #{CaptionRatio}#회{nl}마법진 지속시간 30초	
SKILL_20180327_001498	Divine Stigma	디바인 스티그마	
SKILL_20180327_001499	Engrave a stigma on the enemy and deal Fire magic damage. The stigmatized enemy takes 1.5 times damage from Zaibas, and increases the STR and INT of allies temporarily when defeated.	적에게 낙인을 새겨 불 속성 마법 대미지를 줍니다. 낙인이 새겨진 적은 자이바스에 1.5배의 대미지를 입으며, 처치 시 힘과 지능이 일시적으로 증가합니다.	
SKILL_20180327_001500	Attack: #{SkillFactor}#%{nl}STR, INT: +#{CaptionRatio}#{nl}Effect Duração: #{CaptionTime}# segundos{nl}Stigma Duração: 15 seconds{nl}No. of Alvos: 5	공격력 #{SkillFactor}#%{nl}힘, 지능 #{CaptionRatio}# 증가{nl}효과 지속시간 #{CaptionTime}#초{nl}낙인 지속시간 15초{nl}낙인 적용 대상 수 5	
SKILL_20180327_001501	Melstis	멜스티스	
SKILL_20180327_001502	Creates a magic circle that extends the duration of beneficial effects on you and your party members. The amount of time that effects are extended by will not surpass 20 seconds.	자신과 파티원의 이로운 효과 시간을 증가시켜주는 마법진을 생성합니다. 증가하는 시간은 20초를 넘지 않습니다.	
SKILL_20180327_001503	Extends the remaining duration of buffs by #{CaptionRatio2}#%	지속시간 #{CaptionRatio2}#% 증가	
SKILL_20180327_001504	Aspersion	아스퍼션	
SKILL_20180327_001505	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Sprinkle holy water to help increase the physical defense of you and your allies and to inflict damage to enemies.	{#993399}{ol}[마법] - [신성]{/}{/}{nl}성수를 뿌려 자신과 동료의 물리 방어력을 증가시키고, 적에게는 피해를 줍니다.	
SKILL_20180327_001506	Attack: #{SkillFactor}#%{nl}Physical Defense: +#{CaptionRatio}#{nl}Alvos: 10{nl}Duração: #{CaptionTime}# segundos{nl}Consumes 1 Holy Water	공격력 #{SkillFactor}#%{nl}물리 방어력 #{CaptionRatio}# 증가{nl}적용 대상 10{nl}지속시간 #{CaptionTime}#초{nl}성수 1개 소비	
SKILL_20180327_001507	Monstrance	몬스트런스	
SKILL_20180327_001508	Creates a magic circle in front to reduce enemy evasion and physical defenses within range. The effect is maintained for a certain amount of time even if it is out of the scope of the magic circle. When casting, nearby party members receive increased DEX.	전방에 마법진을 생성하여 범위 안에 있는 적의 회피와 물리 방어력을 감소시킵니다. 마법진 범위 밖으로 벗어나도 일정 시간 동안 효과가 유지됩니다. 시전 시 주변의 파티원은 민첩이 증가하는 효과를 받습니다.	
SKILL_20180327_001509	Increases ally's DEX stat{nl}Enemy's Evasion: -#{CaptionRatio}#{nl}Decreases enemy's defense by 10%{nl}Duration for allies: #{CaptionTime}# segundos{nl}Duration for enemies #{CaptionRatio2}# segundos	아군 민첩 스탯 증가{nl}적 회피 #{CaptionRatio}#감소{nl}적 방어력 10% 감소{nl}아군 지속시간 #{CaptionTime}#초{nl}적 지속시간 #{CaptionRatio2}#초	
SKILL_20180327_001510	Blessing	블레싱	
SKILL_20180327_001511	Abençoa os aliados e membros do grupo, garantindo dano adicional aos ataques.	파티원과 동료의 공격에 추가 대미지를 부여하는 축복을 줍니다.	
SKILL_20180327_001512	Dano Adicional: +#{CaptionRatio}#{nl}Aliados afetados: #{CaptionTime}#{nl}Duração: 300 segundos{nl}Consome 1 Holy Powder	추가 대미지 +#{CaptionRatio}#{nl}아군 #{CaptionTime}#명에게 추가 부여{nl}지속시간 300초{nl}홀리 파우더 1개 소비	
SKILL_20180327_001513	Resurrection	리저렉션	
SKILL_20180327_001514	Revive um alvo que foi derrotado em combate.{nl}Em Team Battle League, somente 1 uso por rodada é permitido.	전투불능 상태에 빠져있는 대상을 회복시켜 줍니다.{nl}팀 배틀 리그에선 라운드당 1회 부활이 가능합니다.	
SKILL_20180327_001515	Attack: #{SkillFactor}#%{nl}Casting Time: #{CaptionTime}# segundos{nl}Restores #{CaptionRatio}#% of target's HP after resurrection{nl}No. of Alvos: #{CaptionRatio2}#	공격력 #{SkillFactor}#%{nl}캐스팅 시간 #{CaptionTime}#초{nl}전투불능 회복 후 HP #{CaptionRatio}#% 회복{nl}부활 대상 수 #{CaptionRatio2}#	
SKILL_20180327_001516	Sacrament	사크라멘트	
SKILL_20180327_001517	Temporarily grants an additional Holy property attack to you and your party member's attacks.	자신과 파티원의 공격에 일시적으로 신성 속성을 부여합니다.	
SKILL_20180327_001518	Ataque de Elemento Divino: +#{CaptionRatio}#{nl}Duração: #{CaptionTime}# segundos{nl}Consome 1 Gyslotis	신성 속성 추가 공격 +#{CaptionRatio}#{nl}지속시간 #{CaptionTime}#초{nl}기슬로티스 1개 소비	
SKILL_20180327_001519	Revive	리바이브	
SKILL_20180327_001520	Impede uma vez de ser derrotado em combate.	전투불능 상태를 한번 막아줍니다.	
SKILL_20180327_001521	HP recuperado: #{CaptionRatio}#%{nl}Invencibilidade: #{CaptionRatio2}# segundos{nl}Duração: #{CaptionTime}# segundos	HP #{CaptionRatio}#%회복{nl}#{CaptionRatio2}#초간 무적상태{nl}지속시간 #{CaptionTime}#초	
SKILL_20180327_001522	Exorcise	엑소사이즈	
SKILL_20180327_001523	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Creates an exorcism circle that damages enemies inside, then deals continuous damage.	{#993399}{ol}[마법] - [신성]{/}{/}{nl}적이 들어오는 순간 피해를 주고, 이후 지속적인 피해를 입히는 구마의 진을 생성합니다.	
SKILL_20180327_001524	0.4 second attack #{SkillFactor}#%{nl}Duração: #{CaptionTime}# segundos	0.4초당 공격력 #{SkillFactor}#%{nl}지속시간 #{CaptionTime}#초	
SKILL_20180327_001525	Dodola	도돌라	
SKILL_20180327_001526	Mass Heal	매스 힐	
SKILL_20180327_001527	Restores the HP of you and that of your allies in front of you.	자신의 전방에 위치한 동료들의 HP를 회복시킵니다.	
SKILL_20180327_001528	Restores #{CaptionRatio}#% of the maximum HP{nl}Additional HP Recovery: #{CaptionRatio2}#{nl}	최대 HP의 #{CaptionRatio}#% 회복{nl}추가 HP 회복량 #{CaptionRatio2}#{nl}	
SKILL_20180327_001529	Stone Skin	스톤 스킨	
SKILL_20180327_001530	Reduce damage taken from Slash, Pierce, Bow, Gun and Magic attacks for you and your party members.	자신과 파티원들의 베기, 찌르기, 활, 총, 마법 공격에 대한 피해를 감소 시킵니다.	
SKILL_20180327_001531	Decreases damage received by #{CaptionRatio}#%{nl}Duração: 35 seconds	피해 감소량 #{CaptionRatio}#% 감소{nl}지속시간 35초	
SKILL_20180327_001532	Hexing	헥싱	
SKILL_20180327_001533	Curse an enemy to decrease its magic defense and prevent recovery.	적에게 저주를 걸어 마법 방어력을 감소시키고 회복력을 정지시킵니다.	
SKILL_20180327_001534	Defesa Mágica: -#{CaptionRatio}#%{nl}Duração: #{CaptionTime}# segundos	마법 방어력 #{CaptionRatio}#% 감소{nl}헥싱 지속시간 #{CaptionTime}#초	
SKILL_20180327_001535	Effigy	에피지	
SKILL_20180327_001536	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Deals damage to cursed enemies from afar. Deals additional damage on every third casting if used in succession.	{#993399}{ol}[마법] - [어둠]{/}{/}{nl}저주가 걸려있는 적을 조종하여 멀리서 피해를 줍니다. 연속해서 사용하면 세번째 시전마다 추가대미지 보너스가 적용됩니다.	
SKILL_20180327_001537	Multiplicador: #{SkillFactor}#%{nl}Bônus no terceiro ataque: #{CaptionRatio}#x ~ #{CaptionRatio2}#x	공격력 #{SkillFactor}#%{nl}3회째 공격보너스 #{CaptionRatio}#배 ~ #{CaptionRatio2}#배	
SKILL_20180327_001538	Tet Mamak La	텟 마카클라	
SKILL_20180327_001539	Atrai os zumbis utilizando o crânio de um macaco, fazendo com que ataquem os inimigos no local.	좀비들이 좋아하는 원숭이 해골을 이용해 원하는 장소로 유인하고, 적에게는 일정시간 피해를 줍니다	
SKILL_20180327_001540	Requer zumbis invocados{nl}Nível máximo: 1	소환된 좀비 필요{nl}1레벨 마스터	
SKILL_20180327_001541	Zombify	좀비 만들기	
SKILL_20180327_001542	Creates a magic circle that raises a dead enemy as a zombie. The stats of the raised zombie are affected by those of the dead enemy, and its HP and STR increases with the caster's INT and SPR.	죽은 적을 좀비로 만들어 버리는 마법진을 생성합니다. 태어난 좀비의 능력치는 죽은 적의 능력치에 영향을 받습니다. 시전자의 지능과 정신 능력치에 따라 좀비의 체력과 힘이 추가로 증가합니다.	
SKILL_20180327_001543	Duração do Círculo Mágico: #{CaptionTime}# segundos{nl}Can summon up to 8 Zombies{nl}Increases Zombie damage per level	마법진 #{CaptionTime}#초 지속{nl}최대 좀비 8마리 소환{nl}레벨 상승에 따라 좀비 대미지가 상승합니다.	
