ITEM_20180327_000001	无 helmet	없음_helmet	
ITEM_20180327_002250	虽然不知道什麽时候怎麽会这样，但是沃希斯克里克为了自己和同业者从罗洛班索火枪上研制适合的变形装备并成功了。	언제 어떻게 그랬는지 모르지만, 워시스 크리크는 롤로팬서 머스킷에서 자신과 동업자들을 위해 적절히 변형된 장비를 창안하는데 성공했습니다.	
ITEM_20180327_002251	索尔米奇手枪	솔미키 피스톨	
ITEM_20180327_002252	为了撑起索尔米奇这个名字，此武器制造时使用了在大地深处找到的矿物。	솔미키의 이름에 걸맞은 무기가 되도록 대지의 깊은 곳에서 찾아낸 광물이 이 무기의 제조에 사용되었습니다.	
ITEM_20180327_002253	亚斯帕娜左轮手枪	아스파나 리볼버	
ITEM_20180327_002254	普利摩斯亚克利司	프리머스 알크리스	
ITEM_20180327_002255	普利摩斯帕泽里达斯手枪	프리머스 파저리타스 피스톨	
ITEM_20180327_002256	普利摩斯米坎堤手枪	프리머스 미간티스 피스톨	
ITEM_20180327_002257	普利摩斯芙迪迈丝手枪	프리머스 페버디마스 피스톨	
ITEM_20180327_002258	普利摩斯拉帕伊手枪	프리머스 라파이 피스톨	
ITEM_20180327_002259	摩西尼奥斯手枪	마시니오스 피스톨	
ITEM_20180327_002260	 - 全金属包覆弹技能等级{img green_up_arrow 16 16} 1{nl}  - 骑射技能等级{img green_up_arrow 16 16} 1{nl}  - 迅捷枪杀技能等级{img green_up_arrow 16 16} 1	 - 풀 메탈 자켓 스킬 레벨 {img green_up_arrow 16 16} 1{nl}  - 리마콘 스킬 레벨 {img green_up_arrow 16 16} 1{nl}  - 퀵 앤드 데드 스킬 레벨 {img green_up_arrow 16 16} 1	
ITEM_20180327_002261	这把武器普遍的评价是，摩西尼奥斯也许懂魔法和机械，但由于不太了解火药，所以才会如此制作。	이 무기에 대한 일반적인 평가는 마시니오스가 마법도 알고 기계도 알지 모르지만, 화약에 대해서는 잘 몰라서 이렇게 만들었다 입니다.	
ITEM_20180327_002262	細劍	레이피어	
ITEM_20180327_002263	细剑 [刺击]	레이피어[찌르기]	
ITEM_20180327_002264	上级细剑	슈페리어 레이피어	
ITEM_20180327_002265	练习用细剑	연습용 레이피어	
ITEM_20180327_002266	重剑	에페	
ITEM_20180327_002267	双重细剑	듀얼 레이피어	
ITEM_20180327_002268	上级双重细剑	슈페리어 듀얼 레이피어	
ITEM_20180327_002269	(褪色的)複制品米坎堤细剑	(바랜)레플리카 미간티스 레이피어	
ITEM_20180327_002270	(褪色的)複制品芙迪迈丝细剑	(바랜)레플리카 페버디마스 레이피어	
ITEM_20180327_002271	亚斯顿细剑	아스턴 레이피어	
ITEM_20180327_002272	沙普细剑	샤프 레이피어	
ITEM_20180327_002273	艾奇细剑	에키 레이피어	
ITEM_20180327_002274	雷电细剑	라이트닝 레이피어	
ITEM_20180327_002275	杜里斯重剑 	듀리스 에페	
ITEM_20180327_002276	科罗重剑 	코로 에페	
ITEM_20180327_002277	亚蒂双重细剑	아티 듀얼 레이피어	
ITEM_20180327_002278	斯尔拉凯双重细剑	슬라케 듀얼 레이피어	
ITEM_20180327_002279	泰芙林细剑	테브린 레이피어	
ITEM_20180327_002280	很久以前，连女神与魔族都无法使用的武器被制作出来，并取名泰芙林。到底为何硬要打造没有人能使用的武器到现在还不得而知，但是听说现今还是有暗中制造泰芙林装备的人。	오래 전 여신도 마족도 사용할 수 없는 무기가 제조되었으며, 테브린이라는 이름이 붙었습니다. 여신들께서 당신들도 사용할 수 없는 무기를 굳이 제작한 사연은 지금까지 알려지지 않았습니다. 다만 지금도 테브린 장비를 비밀스럽게 만드는 사람이 있다고 합니다. 이 장비의 제조와 허턴 가문의 관련성은 확실하지 않습니다.	
ITEM_20180327_002281	(褪色的)米坎堤细剑	(바랜)미간티스 레이피어	
ITEM_20180327_002282	充满魔力的细剑，但目前找不到启动魔力的方法依旧处于沉睡状态的细剑。	마력이 흐르는 레이피어이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 레이피어입니다.	
ITEM_20180327_002283	(褪色的)芙迪迈丝细剑	(바랜)페버디마스 레이피어	
ITEM_20180327_002284	充满魔力的 细剑，魔力已完成启动。	마력이 흐르고 있는 레이피어로, 마력이 활성화된 상태입니다.	
ITEM_20180327_002285	雷托卡勒那	레드 카루나	
ITEM_20180327_002286	王国全盛时期骑士团的制式装备之一，很有风格。	왕국이 번창하던 시절의 기사단 제식장비의 하나로, 품격이 있는 장비입니다.	
ITEM_20180327_002287	帕泽里达斯细剑	파저리타스 레이피어	
ITEM_20180327_002288	上面写著这个武器获得了艾夫莱德 河顿的认可，不过问题是索勒夏河顿说河顿家裡没半个人能保证这件事情。	본 제품은 알프레드 허턴의 인증을 받았다는 문구가 새겨져 있습니다. 문제는 소르샤 허턴은 물론 허턴 가문의 누구도 이를 확인해 준 일이 없다는 점입니다. 	
ITEM_20180327_002289	米坎堤细剑	미간티스 레이피어	
ITEM_20180327_002290	具有强大魔力的细剑，但目前找不到启动魔力的方法依旧处于沉睡状态的细剑。	강력한 마력이 흐르는 레이피어이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 레이피어입니다.	
ITEM_20180327_002291	芙迪迈丝细剑	페버디마스 레이피어	
ITEM_20180327_002292	具有强大魔力的细剑，魔力已完成启动。	강력한 마력이 흐르고 있는 레이피어로, 마력이 활성화된 상태입니다.	
ITEM_20180327_002293	拉帕伊细剑	라파이 레이피어	
ITEM_20180327_002294	决斗者	듀얼리스트	
ITEM_20180327_002295	 - 所有击剑手技能等级 {img green_up_arrow 16 16}1增加	 - 모든 펜서 스킬 레벨 {img green_up_arrow 16 16}1 증가	
ITEM_20180327_002296	斯帕达轻剑	스파다	
ITEM_20180327_002297	许多铁匠在神树之日以后复原被烧毁的制作法制作而成的轻剑，虽然没有完整复原，但是性能非常优秀。	많은 대장장이들이 신수의 날 이후 소실된 제조법을 복원하여 만들어낸 레이피어입니다. 완전하지 못한 복원이었지만 성능은 매우 훌륭합니다.	
ITEM_20180327_002298	玛加斯细剑	마가스 레이피어	
ITEM_20180327_002299	班夏拉细剑	펜사라 레이피어	
ITEM_20180327_002300	(褪色的)雷托卡勒那	(바랜)레드 카루나	
ITEM_20180327_002301	(褪色的)帕泽里达斯细剑	(바랜)파저리타스 레이피어	
ITEM_20180327_002302	(褪色的)弗丽聂米坎堤细剑	(바랜)퓨리네 미간티스 레이피어	
ITEM_20180327_002303	(褪色的)弗丽聂芙迪迈丝细剑	(바랜)퓨리네 페버디마스 레이피어	
ITEM_20180327_002304	艾尔嘉细剑	엘가 레이피어	
ITEM_20180327_002305	能以强大力量阻挡、穿透万物的细剑。	강력한 회전력으로 가로막는 모든 것을 뚫어버릴 수도 있는 레이피어입니다.	
ITEM_20180327_002306	贝尔塔斯雷托卡勒那	베르타스 레드 카루나	
ITEM_20180327_002307	贝尔塔斯帕泽里达斯细剑	베르타스 파저리타스 레이피어	
ITEM_20180327_002308	贝尔塔斯米坎堤细剑	베르타스 미간티스 레이피어	
ITEM_20180327_002309	贝尔塔斯芙迪迈丝细剑	베르타스 페버디마스 레이피어	
ITEM_20180327_002310	贝尔塔斯拉帕伊细剑	베르타스 라파이 레이피어	
ITEM_20180327_002311	贝尼耶勒	베니에르	
ITEM_20180327_002312	 - 所有击剑手技能等级 {img green_up_arrow 16 16}2增加{nl}  - 攻击时以3%机率追加和神圣属性攻击力相同的伤害	 - 모든 펜서 스킬 레벨 {img green_up_arrow 16 16}2 증가{nl}  - 공격 시 3% 확률로 신성 속성 공격력만큼 추가 대미지	
ITEM_20180327_002313	地下墓穴细剑	카타콤 레이피어	
ITEM_20180327_002314	罗洛班索细剑	롤로팬서 레이피어	
ITEM_20180327_002315	 - 所有击剑手技能等级 {img green_up_arrow 16 16}2增加	 - 모든 펜서 스킬 레벨 {img green_up_arrow 16 16}2 증가	
ITEM_20180327_002316	重如泰山，轻如鸿毛，具有如岩石般的强大效果的武器。	대지처럼 굳건하고 티끝처럼 가벼우며 암석처럼 강한 효과를 지닌 무기입니다.	
ITEM_20180327_002317	索尔米奇细剑	솔미키 레이피어	
ITEM_20180327_002318	与其他索尔米奇装备的不同点在于许顿家门的人参与了制作过程，性能被提升了。	다른 솔미키 장비와 다른 점은 제작과정에 허튼 가문의 사람들이 참여하여 성능을 향상시켰다는 사실입니다.	
ITEM_20180327_002319	黑色魂魄	블랙 혼	
ITEM_20180327_002320	这把细剑总是以高级质感墨黑色及剑身轻薄雅緻为傲。	고급스러운 검정색과 그에 걸맞는 탄성, 가벼운 무게를 자랑하는 레이피어입니다.	
ITEM_20180327_002321	普利摩斯雷托卡勒那	프리머스 레드 카루나	
ITEM_20180327_002322	普利摩斯帕泽里达斯细剑	프리머스 파저리타스 레이피어	
ITEM_20180327_002323	普利摩斯米坎堤细剑	프리머스 미간티스 레이피어	
ITEM_20180327_002324	普利摩斯芙迪迈丝细剑	프리머스 페버디마스 레이피어	
ITEM_20180327_002325	普利摩斯拉帕伊细剑	프리머스 라파이 레이피어	
ITEM_20180327_002326	摩西尼奥斯细剑	마시니오스 레이피어	
ITEM_20180327_002327	技能攻击时有15%机率发动锐利效果5秒。当锐利效果堆叠5次时，下次进行5次基本攻击。{nl} {nl}锐利效果{nl} - 暴击攻击力 {img green_up_arrow 16 16} 60	스킬 공격시 15% 확률로 예리함 효과 5초간 발동합니다. 예리함 5회 중첩시  다음 기본 공격을 5회 합니다.{nl} {nl}예리함 효과{nl} - 치명타 공격력 {img green_up_arrow 16 16} 60	
ITEM_20180327_002328	摩西尼奥斯身为魔法师的同时也热衷机械装置，其契机相当矛盾，据说是因为史上最强的魔法师——亚佳伊拉弗罗里。她建造魔法师之塔后，把机械安装在塔中，而摩西尼奥斯就是被该机械吸引。据说这把细剑是摩西尼奥斯以魔法为主机械为辅的时期的产品。	일설에 의하면 마시니오스가 마법사이면서도 기계장치에 몰두하게 된 계기는 모순적이지만 사상 최고의 마법사인 아가일라 플러리 때문이라고 합니다. 바로 그녀가 만든 마법사의 탑에 설치된 기계에 끌렸다는 주장입니다. 이 레이피어는 마시니오스가 아직은 마법을 위주로 생각하고 기계를 부가적으로 여기던 시절의 작품이라고 합니다.	
ITEM_20180327_002329	重砲	캐논	
ITEM_20180327_002330	重砲[飞弹:重砲]	캐논[미사일:캐논]	
ITEM_20180327_002331	重砲。	캐논입니다.	
ITEM_20180327_002332	上级重砲	슈페리어 캐논	
ITEM_20180327_002333	练习用重砲	연습용 캐논	
ITEM_20180327_002334	约鲁基斯重砲	요르기스 캐논	
ITEM_20180327_002335	克灵塔重砲	크리티 캐논	
ITEM_20180327_002336	维斯塔重砲	비스타 캐논	
ITEM_20180327_002337	伊莱拉重砲	이레라 캐논	
ITEM_20180327_002338	混沌重砲	스트로피 캐논	
ITEM_20180327_002339	阿格法拉重砲	아그바라 캐논	
ITEM_20180327_002340	(褪色的)複制品米坎堤重砲	(바랜)레플리카 미간티스 캐논	
ITEM_20180327_002341	(褪色的)複制品芙迪迈丝重砲	(바랜)레플리카 페버디마스 캐논	
ITEM_20180327_002342	给那些正开始要随心所欲操控重砲的重砲手们所准备的武器。	이제 막 캐논을 다루기 시작하는 캐노니어들에게 지급되는 장비입니다.	
ITEM_20180327_002343	标准重砲	기준캐논	
ITEM_20180327_002344	泰芙林重砲	테브린 캐논	
ITEM_20180327_002345	很久以前，连女神与魔族都无法使用的武器被制作出来，并取名泰芙林。到底为何硬要打造没有人能使用的武器到现在还不得而知。传闻有个商团如今仍暗中制造符合现代的泰芙林装备。	오래 전 여신도 마족도 사용할 수 없는 무기가 제조되었으며, 테브린이라는 이름이 붙었습니다. 여신들께서 당신들도 사용할 수 없는 무기를 굳이 제작한 사연은 지금까지 알려지지 않았습니다. 소문에 의하면 한 상단이 비밀리에 현재에도 지금 시대에 맞는 테브린 장비를 제조한다는 소문이 있습니다.	
ITEM_20180327_002346	无名重砲	노네임 캐논	
ITEM_20180327_002347	强化维斯塔重砲	강화된 비스타 캐논	
ITEM_20180327_002348	维斯塔重砲的强化型，用更坚硬的素材做了补强。	비스타 캐논의 강화형입니다. 조금 더 단단한 소재로 보강되어있습니다.	
ITEM_20180327_002349	(褪色的)米坎堤重砲	(바랜)미간티스 캐논	
ITEM_20180327_002350	充满魔力的重砲，但目前找不到启动魔力的方法依旧处于沉睡状态的重砲。	마력이 흐르는 캐논이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 캐논입니다.	
ITEM_20180327_002351	(褪色的)芙迪迈丝重砲	(바랜)페버디마스 캐논	
ITEM_20180327_002352	充满魔力的重砲，魔力已启动完成。	마력이 흐르고 있는 캐논으로, 마력이 활성화된 상태입니다.	
ITEM_20180327_002353	帕泽里达斯重砲	파저리타스 캐논	
ITEM_20180327_002354	举起这个武器之前在意重量的话是赢不瞭的。重砲反而能减轻您的负担呢！	들기 전에 무게에 신경쓰면 지는 겁니다. 이 무기가 당신의 부담을 덜어드립니다.	
ITEM_20180327_002355	米坎堤重砲	미간티스 캐논	
ITEM_20180327_002356	具有强大魔力的重砲，但目前找不到启动魔力的方法依旧处于沉睡状态的重砲。	강력한 마력이 흐르는 캐논이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 캐논입니다.	
ITEM_20180327_002357	芙迪迈丝重砲	페버디마스 캐논	
ITEM_20180327_002358	具有强大魔力的重砲，魔力已启动完成。	강력한 마력이 흐르고 있는 캐논으로, 마력이 활성화된 상태입니다.	
ITEM_20180327_002359	拉帕伊重砲	라파이 캐논	
ITEM_20180327_002360	莱恩海德重砲	라이온 헤드 캐논	
ITEM_20180327_002361	(褪色的)帕泽里达斯重砲	(바랜)파저리타스 캐논	
ITEM_20180327_002362	(褪色的)弗丽聂米坎堤重砲	(바랜)퓨리네 미간티스 캐논	
