ITEM_20180327_000001	Empty_helmet	없음_helmet	
ITEM_20180327_006636	Increases your AoE attack ratio by 3 for 45 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	45초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006637	Lv7 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV7	
ITEM_20180327_006638	Increases your AoE attack ratio by 3 for 50 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	50초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006639	Lv8 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV8	
ITEM_20180327_006640	Increases your AoE attack ratio by 3 for 55 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	55초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006641	Lv9 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV9	
ITEM_20180327_006642	Increases your AoE attack ratio by 3 for 60 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	60초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006643	Lv10 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV10	
ITEM_20180327_006644	Increases your AoE attack ratio by 3 for 65 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	65초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006645	Lv11 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV11	
ITEM_20180327_006646	Increases your AoE attack ratio by 3 for 70 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	70초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006647	Lv12 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV12	
ITEM_20180327_006648	Increases your AoE attack ratio by 3 for 75 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	75초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006649	Lv13 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV13	
ITEM_20180327_006650	Increases your AoE attack ratio by 3 for 80 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	80초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006651	Lv14 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV14	
ITEM_20180327_006652	Increases your AoE attack ratio by 3 for 85 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	85초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006653	Lv15 AoE Attack Ratio Potion	광역 공격 비율 증가 포션 LV15	
ITEM_20180327_006654	Increases your AoE attack ratio by 3 for 90 seconds. {nl}Right-click to use. Cooldown of 60 seconds.	90초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.	
ITEM_20180327_006655	Lv6 Attack Booster	공격 부스터 LV6	
ITEM_20180327_006656	Adds 30 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +30 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006657	Lv7 Attack Booster	공격 부스터 LV7	
ITEM_20180327_006658	Adds 33 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +33 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006659	Lv8 Attack Booster	공격 부스터 LV8	
ITEM_20180327_006660	Adds 36 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +36 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006661	Lv9 Attack Booster	공격 부스터 LV9	
ITEM_20180327_006662	Adds 39 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +39 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006663	Lv10 Attack Booster	공격 부스터 LV10	
ITEM_20180327_006664	Adds 42 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +42 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006665	Lv11 Attack Booster	공격 부스터 LV11	
ITEM_20180327_006666	Adds 45 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +45 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006667	Lv12 Attack Booster	공격 부스터 LV12	
ITEM_20180327_006668	Adds 48 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +48 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006669	Lv13 Attack Booster	공격 부스터 LV13	
ITEM_20180327_006670	Adds 51 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +51 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006671	Lv14 Attack Booster	공격 부스터 LV14	
ITEM_20180327_006672	Adds 54 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +54 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006673	Lv15 Attack Booster	공격 부스터 LV15	
ITEM_20180327_006674	Adds 57 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +57 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20180327_006675	Condensed SP Boost Potion Lv1	농축 SP부스트 포션 LV1	
ITEM_20180327_006676	Increases a character's maximum SP by 250 for 1 minute. Also increases SP recovery by 62. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 250 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 62 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006677	Condensed SP Boost Potion Lv2	농축 SP부스트 포션 LV2	
ITEM_20180327_006678	Increases a character's maximum SP by 374 for 1 minute. Also increases SP recovery by 93. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 374 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 93 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006679	Condensed SP Boost Potion Lv3	농축 SP부스트 포션 LV3	
ITEM_20180327_006680	Increases a character's maximum SP by 498 for 1 minute. Also increases SP recovery by 124. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 498 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 124 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006681	Condensed SP Boost Potion Lv4	농축 SP부스트 포션 LV4	
ITEM_20180327_006682	Increases a character's maximum SP by 622 for 1 minute. Also increases SP recovery by 155. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 622 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 155 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006683	Condensed SP Boost Potion Lv5	농축 SP부스트 포션 LV5	
ITEM_20180327_006684	Increases a character's maximum SP by 746 for 1 minute. Also increases SP recovery by 186. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 746 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 186 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006685	Condensed SP Boost Potion Lv6	농축 SP부스트 포션 LV6	
ITEM_20180327_006686	Increases a character's maximum SP by 870 for 1 minute. Also increases SP recovery by 217. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 870 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 217 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006687	Condensed SP Boost Potion Lv7	농축 SP부스트 포션 LV7	
ITEM_20180327_006688	Increases a character's maximum SP by 994 for 1 minute. Also increases SP recovery by 248. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 994 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 248 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006689	Condensed SP Boost Potion Lv8	농축 SP부스트 포션 LV8	
ITEM_20180327_006690	Increases a character's maximum SP by 1118 for 1 minute. Also increases SP recovery by 279. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 1118 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 279 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006691	Condensed SP Boost Potion Lv9	농축 SP부스트 포션 LV9	
ITEM_20180327_006692	Increases a character's maximum SP by 1242 for 1 minute. Also increases SP recovery by 310. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 1242 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 310 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006693	Condensed SP Boost Potion Lv10	농축 SP부스트 포션 LV10	
ITEM_20180327_006694	Increases a character's maximum SP by 1366 for 1 minute. Also increases SP recovery by 341. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 1366 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 341 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006695	Condensed SP Boost Potion Lv11	농축 SP부스트 포션 LV11	
ITEM_20180327_006696	Increases a character's maximum SP by 1490 for 1 minute. Also increases SP recovery by 372. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 1490 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 372 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006697	Condensed SP Boost Potion Lv12	농축 SP부스트 포션 LV12	
ITEM_20180327_006698	Increases a character's maximum SP by 1614 for 1 minute. Also increases SP recovery by 403. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 1614 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 403 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006699	Condensed SP Boost Potion Lv13	농축 SP부스트 포션 LV13	
ITEM_20180327_006700	Increases a character's maximum SP by 1738 for 1 minute. Also increases SP recovery by 434. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 1738 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 434 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006701	Condensed SP Boost Potion Lv14	농축 SP부스트 포션 LV14	
ITEM_20180327_006702	Increases a character's maximum SP by 1862 for 1 minute. Also increases SP recovery by 465. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 1862 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 465 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006703	Condensed SP Boost Potion Lv15	농축 SP부스트 포션 LV15	
ITEM_20180327_006704	Increases a character's maximum SP by 1986 for 1 minute. Also increases SP recovery by 496. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 SP를 1986 만큼 상승시켜줍니다. 추가적으로 SP 회복력을 496 만큼 증가시킵니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006705	Condensed Protection Potion Lv1	농축 수호의 포션 LV1	
ITEM_20180327_006706	Increases a character's maximum HP by 625 for 1 minute. Also increases physical and magic defense by 12. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 HP를 625 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 12 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006707	Condensed Protection Potion Lv2	농축 수호의 포션 LV2	
ITEM_20180327_006708	Increases a character's maximum HP by 925 for 1 minute. Also increases physical and magic defense by 18. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 HP를 925 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 18 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006709	Condensed Protection Potion Lv3	농축 수호의 포션 LV3	
ITEM_20180327_006710	Increases a character's maximum HP by 1225 for 1 minute. Also increases physical and magic defense by 24. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 HP를 1225 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 24 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006711	Condensed Protection Potion Lv4	농축 수호의 포션 LV4	
ITEM_20180327_006712	Increases a character's maximum HP by 1525 for 1 minute. Also increases physical and magic defense by 30. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 HP를 1525 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 30 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006713	Condensed Protection Potion Lv5	농축 수호의 포션 LV5	
ITEM_20180327_006714	Increases a character's maximum HP by 1825 for 1 minute. Also increases physical and magic defense by 36. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 HP를 1825 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 36 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006715	Condensed Protection Potion Lv6	농축 수호의 포션 LV6	
ITEM_20180327_006716	Increases a character's maximum HP by 2125 for 1 minute. Also increases physical and magic defense by 42. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 HP를 2125 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 42 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006717	Condensed Protection Potion Lv7	농축 수호의 포션 LV7	
ITEM_20180327_006718	Increases a character's maximum HP by 2425 for 1 minute. Also increases physical and magic defense by 48. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 HP를 2425 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 48 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
ITEM_20180327_006719	Condensed Protection Potion Lv8	농축 수호의 포션 LV8	
ITEM_20180327_006720	Increases a character's maximum HP by 2725 for 1 minute. Also increases physical and magic defense by 54. Right-click to use. Cooldown of 180 seconds.	1분 동안 최대 HP를 2725 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 54 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	
